sample_id,saved_wall_time,timestamp,x,y,yaw,vx,vy,wz
sample_000001,2026-06-10 12:10:43.921,1781064643.9141755,0.0,0.0,0.0,0.0,0.0,0.0
sample_000002,2026-06-10 12:11:35.795,1781064695.774636,0.02212355209015027,-0.004758329947306182,0.1354171752929687,0.0,0.0,0.0
sample_000003,2026-06-10 12:13:00.362,1781064780.3555422,0.0507397261741419,-0.018350020677081722,0.3310514673622002,0.0,0.0,0.0
sample_000004,2026-06-10 12:13:45.498,1781064825.4960628,0.0033341177238108513,-0.03499292409606435,0.33900601281674575,0.0,0.0,0.0
sample_000005,2026-06-10 12:14:18.746,1781064858.7364473,-0.07561259227961109,0.06969812419509909,-0.05865960784479098,0.0,0.0,0.0
sample_000006,2026-06-10 12:14:56.456,1781064896.442385,-0.12157425623550418,0.07397145946271094,-0.12815867567149553,0.0,0.0,0.0
sample_000007,2026-06-10 12:15:31.159,1781064931.1461506,0.04967780462673593,0.04564733124558948,-0.2046118314925155,0.0,0.0,0.0
sample_000008,2026-06-10 12:16:05.790,1781064965.7812297,0.22082979507224434,0.025770643706865153,-0.28842887999881867,0.0,0.0,0.0
sample_000009,2026-06-10 12:16:46.306,1781065006.2940795,0.24950926144031227,0.023311309147795733,-0.41725209256687423,0.0,0.0,0.0
sample_000010,2026-06-10 12:17:08.644,1781065028.6291208,0.2694724038590874,0.024280580331765056,-0.6811818889367698,0.0,0.0,0.0
sample_000011,2026-06-10 12:17:40.948,1781065060.928126,0.3361332806831195,-0.02975592708279223,-0.6811818889367698,0.0,0.0,0.0
sample_000012,2026-06-10 12:18:14.390,1781065094.3850625,0.29698551676524415,-0.09536336694268499,-0.410708318386094,0.0,0.0,0.0
sample_000013,2026-06-10 12:18:39.661,1781065119.6563554,0.27906219396104387,-0.15101122921864152,-0.1414972963914075,0.0,0.0,0.0
sample_000014,2026-06-10 12:19:06.006,1781065145.9868062,0.28676865104218047,-0.1518095678913986,-0.09724216111530665,0.0,0.0,0.0
sample_000015,2026-06-10 12:19:35.841,1781065175.8377938,0.2862593852361844,-0.15426815694505458,0.09432677851960965,0.0,0.0,0.0
sample_000016,2026-06-10 12:20:07.642,1781065207.6283338,0.28934633778574537,-0.17289608418438399,0.3520411803639646,0.0,0.0,0.0
sample_000017,2026-06-10 12:20:52.621,1781065252.6020157,0.2012071492171996,-0.17648774719083007,0.1820031898264078,0.0,0.0,0.0
sample_000018,2026-06-10 12:21:17.214,1781065277.2088995,0.11095931922127307,-0.1715091031553693,0.00035109142123281533,0.0,0.0,0.0
sample_000019,2026-06-10 12:21:42.352,1781065302.3356197,0.021358978472452526,-0.14288818694902863,-0.2347484204831917,0.0,0.0,0.0
sample_000020,2026-06-10 12:22:03.726,1781065323.721234,-0.052651519627229935,-0.08863529802566704,-0.47307281723529326,0.0,0.0,0.0
